METHOD,PARAMS,TIME,CI,CI_CENS,IBS,IAUC,CRIT,CI_mean,CI_CENS_mean,IBS_mean,IAUC_mean,table_path
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",77.68430066108704,"[0.70818713, 0.65164993, 0.68943743, 0.53441176, 0.63385248]","[0.82711694, 0.7897407, 0.80378549, 0.73655914, 0.76629213]","[0.57041398, 0.12410286, 0.10415426, 0.14324251, 0.14683028]","[0.60806945, 0.50403296, 0.56890143, 0.56869753, 0.84670153]",peto,0.6435077477638675,0.7846988796089225,0.2177487792575176,0.6192805826739217,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",92.8924458026886,"[0.72850877, 0.66226686, 0.6782434, 0.53588235, 0.62327358]","[0.87827621, 0.78466742, 0.81324921, 0.73715651, 0.75730337]","[0.57627127, 0.12419792, 0.10340175, 0.1488544, 0.14795056]","[0.5855678, 0.474951, 0.6120326, 0.56235423, 0.84453967]",peto,0.6456349926719526,0.7941305442868547,0.2201351787448041,0.6158890589710714,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",137.2277812957764,"[0.69269006, 0.64505022, 0.69058553, 0.52779412, 0.64972083]","[0.84375, 0.78241263, 0.82208202, 0.71923536, 0.76460674]","[0.4557375, 0.12753923, 0.10616651, 0.14100505, 0.14116138]","[0.85362934, 0.61167957, 0.66538857, 0.7584213, 0.87131989]",peto,0.6411681519522969,0.7864173503458304,0.1943219334109689,0.752087732796517,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",159.2968757152557,"[0.68421053, 0.63472023, 0.67078071, 0.51617647, 0.63429327]","[0.83014113, 0.80101466, 0.78611987, 0.69474313, 0.73651685]","[0.51028334, 0.13188763, 0.11232423, 0.13802677, 0.16581663]","[0.85896065, 0.67364734, 0.66210498, 0.74142447, 0.84998873]",peto,0.6280362417856599,0.769707128630637,0.2116677175056148,0.7572252335767194,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",142.5619943141937,"[0.72339181, 0.66484935, 0.68111366, 0.51823529, 0.63223626]","[0.86743952, 0.8167982, 0.83217666, 0.71385902, 0.76292135]","[0.53408773, 0.12705217, 0.10254785, 0.14555167, 0.13654094]","[0.87632677, 0.63693467, 0.63797891, 0.75949363, 0.84578402]",peto,0.6439652771875288,0.7986389474145092,0.2091560721316517,0.7513035983844736,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",165.2986845970154,"[0.71959064, 0.62926829, 0.67365098, 0.57617647, 0.61533941]","[0.85735887, 0.79312289, 0.81892744, 0.76642772, 0.73988764]","[0.49875803, 0.12939364, 0.10461391, 0.13278218, 0.15631617]","[0.84818766, 0.65279454, 0.67574656, 0.81456191, 0.83230638]",peto,0.642805157768382,0.7951449120771574,0.2043727852850712,0.7647194090028029,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",84.92305183410645,"[0.7, 0.65423242, 0.69230769, 0.54147059, 0.64105201]","[0.81199597, 0.77282976, 0.82208202, 0.75268817, 0.76151685]","[0.62410413, 0.12992597, 0.10328507, 0.13204264, 0.13966508]","[0.85805518, 0.63214636, 0.7252481, 0.83870293, 0.86185285]",peto,0.6458125436299884,0.784222555178375,0.2258045796467511,0.7832010848016883,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",105.4531121253967,"[0.66111111, 0.65710187, 0.68570608, 0.54911765, 0.64487217]","[0.7983871, 0.80496054, 0.81072555, 0.73894863, 0.78932584]","[0.51000996, 0.12028478, 0.10229932, 0.13158542, 0.15469099]","[0.8515554, 0.65739677, 0.70082989, 0.79282124, 0.87516771]",peto,0.6395817759758662,0.7884695317433279,0.203774091566688,0.7755542006245042,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",87.2040548324585,"[0.70818713, 0.65164993, 0.68943743, 0.53441176, 0.63385248]","[0.82711694, 0.7897407, 0.80378549, 0.73655914, 0.76629213]","[0.57041398, 0.12410286, 0.10415426, 0.14324251, 0.14683028]","[0.8688068, 0.64302437, 0.65923631, 0.80751835, 0.8669587]",peto,0.6435077477638675,0.7846988796089225,0.2177487792575176,0.7691089073435933,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'ibs', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",104.2366080284119,"[0.72850877, 0.66226686, 0.6782434, 0.53588235, 0.62327358]","[0.87827621, 0.78466742, 0.81324921, 0.73715651, 0.75730337]","[0.57627127, 0.12419792, 0.10340175, 0.1488544, 0.14795056]","[0.91096428, 0.69286726, 0.64636239, 0.77902941, 0.85822435]",peto,0.6456349926719526,0.7941305442868547,0.2201351787448041,0.7774895390261666,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",100.6250581741333,"[0.71169591, 0.66800574, 0.69202067, 0.54058824, 0.63355862]","[0.87399194, 0.82807215, 0.82776025, 0.72879331, 0.76067416]","[0.35520611, 0.1351863, 0.12517003, 0.15069752, 0.16943765]","[0.86892239, 0.59761143, 0.676411, 0.75518492, 0.87833562]",peto,0.6491738342503842,0.8038583615834922,0.1871395223444467,0.7552930746288287,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",120.444503068924,"[0.71959064, 0.65251076, 0.70522388, 0.52441176, 0.62400823]","[0.84576613, 0.80665163, 0.84100946, 0.71206691, 0.73707865]","[0.38495221, 0.13329409, 0.12156222, 0.15385622, 0.18013209]","[0.85268821, 0.69686727, 0.69044464, 0.77752901, 0.8447002]",peto,0.6451490554027121,0.7885145569558258,0.1947593665753325,0.7724458662871261,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",103.4574229717255,"[0.7122807, 0.66398852, 0.69546498, 0.52735294, 0.64678225]","[0.84173387, 0.79763247, 0.83028391, 0.73476703, 0.77106742]","[0.39254293, 0.13490249, 0.11413459, 0.13937783, 0.16395244]","[0.84785485, 0.64751192, 0.68739119, 0.78250786, 0.86777519]",peto,0.6491738797804951,0.7950969384912454,0.1889820568880301,0.7666082031743361,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",132.578072309494,"[0.68333333, 0.65853659, 0.68455798, 0.55, 0.636938]","[0.82157258, 0.78635851, 0.80820189, 0.75089606, 0.76348315]","[0.4291566, 0.13737112, 0.11939262, 0.15180594, 0.15085665]","[0.84693388, 0.65383807, 0.6654538, 0.75620719, 0.86224938]",peto,0.6426731787838538,0.7861024377284764,0.1977165869632329,0.7569364618883656,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",54.7514386177063,"[0.70935673, 0.65164993, 0.68340987, 0.55147059, 0.63120776]","[0.84576613, 0.79932356, 0.82460568, 0.76284349, 0.78426966]","[0.44314552, 0.1253875, 0.11013645, 0.13775514, 0.14738934]","[0.88052736, 0.65891271, 0.67098116, 0.79441177, 0.88033308]",peto,0.6454189746429148,0.8033617042814895,0.1927627887713116,0.7770332193453466,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",69.39180278778076,"[0.70087719, 0.66284075, 0.69202067, 0.55529412, 0.63488099]","[0.86441532, 0.77452086, 0.82523659, 0.77777778, 0.74719101]","[0.45091434, 0.12811624, 0.11554154, 0.13188851, 0.15649528]","[0.85544433, 0.73379717, 0.70597555, 0.8104182, 0.8760045]",peto,0.6491827419898775,0.7978283122950118,0.1965911824828719,0.7963279499035767,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",55.68779230117798,"[0.70438596, 0.66054519, 0.68283582, 0.58264706, 0.64340288]","[0.83467742, 0.80552424, 0.8, 0.78494624, 0.76067416]","[0.47352763, 0.13195947, 0.10945834, 0.12854831, 0.15012047]","[0.87745071, 0.64750998, 0.66265692, 0.80160092, 0.85859839]",peto,0.6547633836260989,0.7971644104450483,0.1987228451828875,0.7695633835477911,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_hazard', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",70.54677391052246,"[0.71988304, 0.65738881, 0.68857635, 0.56411765, 0.63781957]","[0.85282258, 0.80157835, 0.81388013, 0.75925926, 0.76011236]","[0.48151306, 0.12349919, 0.10708016, 0.13308005, 0.14718312]","[0.86665692, 0.70238476, 0.68033848, 0.81048679, 0.8716312]",peto,0.6535570834335219,0.7975305359280405,0.1984711185253185,0.7862996316659573,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",97.1259605884552,"[0.67631579, 0.64304161, 0.68570608, 0.53411765, 0.64707611]","[0.84727823, 0.77790304, 0.81451104, 0.72281959, 0.76460674]","[0.49880304, 0.12697867, 0.10692614, 0.13829159, 0.14418282]","[0.52195122, 0.41025746, 0.46725702, 0.38780801, 0.82502951]",peto,0.6372514475388582,0.7854237292289435,0.2030364522750776,0.5224606446387856,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",119.6871795654297,"[0.68421053, 0.63615495, 0.67078071, 0.51617647, 0.63605642]","[0.83014113, 0.80157835, 0.78611987, 0.69474313, 0.75337079]","[0.51028334, 0.13463958, 0.11232423, 0.13802677, 0.16387413]","[0.47588677, 0.4145888, 0.45490509, 0.43673834, 0.6225475]",peto,0.6286758158638953,0.7731906547190806,0.2118296098818863,0.4809332965312881,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",102.1566090583801,"[0.72339181, 0.66484935, 0.68111366, 0.51823529, 0.63488099]","[0.86743952, 0.8167982, 0.83091483, 0.71385902, 0.76685393]","[0.53408773, 0.12705217, 0.1040799, 0.14555167, 0.13359906]","[0.49634264, 0.40435452, 0.45227113, 0.36279042, 0.53735557]",peto,0.6444942222360155,0.7991730983378424,0.2088741059381079,0.4506228569973437,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",123.5156593322754,"[0.72046784, 0.63041607, 0.66791045, 0.57073529, 0.61533941]","[0.85483871, 0.79312289, 0.8214511, 0.75866189, 0.73988764]","[0.48025596, 0.12748462, 0.10444867, 0.14192797, 0.15631617]","[0.49829846, 0.4039204, 0.45075753, 0.50267962, 0.60127806]",peto,0.6409738106817668,0.7935924456109965,0.2020866796639964,0.4913868148152798,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",54.43759202957153,"[0.68362573, 0.65509326, 0.6934558, 0.53823529, 0.638995]","[0.82409274, 0.77846674, 0.82082019, 0.7437276, 0.75252809]","[0.5789791, 0.12941237, 0.10407234, 0.13133316, 0.14258148]","[0.54595279, 0.48834393, 0.64600863, 0.60800531, 0.61702556]",peto,0.6418810168536011,0.7839270722980524,0.2172756896401339,0.5810672451704859,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",71.18729090690613,"[0.65438596, 0.65509326, 0.68886338, 0.55441176, 0.64369674]","[0.80594758, 0.8151071, 0.81514196, 0.74253286, 0.78651685]","[0.52661904, 0.11810707, 0.10256769, 0.13294928, 0.15318008]","[0.54578224, 0.4762388, 0.47060212, 0.54661839, 0.86335312]",peto,0.639290220007165,0.7930492696885598,0.2066846340241698,0.5805189335358717,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",57.17233729362488,"[0.70643275, 0.65423242, 0.68570608, 0.53911765, 0.63238319]","[0.84828629, 0.7886133, 0.80315457, 0.7353644, 0.75955056]","[0.55913611, 0.12400917, 0.10472008, 0.14316136, 0.14289445]","[0.57808748, 0.50202313, 0.56886893, 0.56557068, 0.84553727]",peto,0.6435744193071263,0.7869938252353985,0.2147842340959303,0.6120174980966641,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'only_survive', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",72.4063048362732,"[0.73070175, 0.66571019, 0.6782434, 0.53588235, 0.62327358]","[0.890625, 0.78015784, 0.81324921, 0.73715651, 0.75730337]","[0.57367811, 0.1249087, 0.10340175, 0.1488544, 0.14795056]","[0.55145046, 0.50111986, 0.6120326, 0.56235423, 0.84453967]",peto,0.646762254873367,0.7956983857786538,0.2197587044110973,0.6142993636914336,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",110.8143246173859,"[0.67631579, 0.64304161, 0.68570608, 0.53411765, 0.64707611]","[0.84727823, 0.77790304, 0.81451104, 0.72281959, 0.76460674]","[0.49880304, 0.12697867, 0.10692614, 0.13829159, 0.14418282]","[0.82815191, 0.62855334, 0.66815033, 0.77445853, 0.87758307]",peto,0.6372514475388582,0.7854237292289435,0.2030364522750776,0.7553794373028845,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",136.579580783844,"[0.68421053, 0.63615495, 0.67078071, 0.51617647, 0.63605642]","[0.83014113, 0.80157835, 0.78611987, 0.69474313, 0.75337079]","[0.51028334, 0.13463958, 0.11232423, 0.13802677, 0.16387413]","[0.85896065, 0.67697086, 0.66210498, 0.74142447, 0.82826628]",peto,0.6286758158638953,0.7731906547190806,0.2118296098818863,0.7535454476805828,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",119.5627686977386,"[0.72339181, 0.66484935, 0.68111366, 0.51823529, 0.63488099]","[0.86743952, 0.8167982, 0.83091483, 0.71385902, 0.76685393]","[0.53408773, 0.12705217, 0.1040799, 0.14555167, 0.13359906]","[0.87632677, 0.63693467, 0.63219359, 0.75949363, 0.84607252]",peto,0.6444942222360155,0.7991730983378424,0.2088741059381079,0.7502042359475535,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",140.5419492721558,"[0.72046784, 0.63041607, 0.66791045, 0.57073529, 0.61533941]","[0.85483871, 0.79312289, 0.8214511, 0.75866189, 0.73988764]","[0.48025596, 0.12748462, 0.10444867, 0.14192797, 0.15631617]","[0.84851574, 0.65858066, 0.67674103, 0.79780293, 0.83230638]",peto,0.6409738106817668,0.7935924456109965,0.2020866796639964,0.7627893477185168,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",63.53151774406433,"[0.68362573, 0.65509326, 0.6934558, 0.53823529, 0.638995]","[0.82409274, 0.77846674, 0.82082019, 0.7437276, 0.75252809]","[0.5789791, 0.12941237, 0.10407234, 0.13133316, 0.14258148]","[0.86895681, 0.6274319, 0.72085016, 0.81287226, 0.85734519]",peto,0.6418810168536011,0.7839270722980524,0.2172756896401339,0.7774912629731358,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'square', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",83.9377019405365,"[0.65438596, 0.65509326, 0.68886338, 0.55441176, 0.64369674]","[0.80594758, 0.8151071, 0.81514196, 0.74253286, 0.78651685]","[0.52661904, 0.11810707, 0.10256769, 0.13294928, 0.15318008]","[0.84566774, 0.65934668, 0.69636416, 0.80229323, 0.87520773]",peto,0.639290220007165,0.7930492696885598,0.2066846340241698,0.775775906074278,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.5, 'weighted_tree': True}",68.3280303478241,"[0.70643275, 0.65423242, 0.68570608, 0.53911765, 0.63238319]","[0.84828629, 0.7886133, 0.80315457, 0.7353644, 0.75955056]","[0.55913611, 0.12400917, 0.10472008, 0.14316136, 0.14289445]","[0.88616242, 0.64707831, 0.65897098, 0.79737136, 0.87002122]",peto,0.6435744193071263,0.7869938252353985,0.2147842340959303,0.7719208584410577,PBC\1911_leaf_models_table_PBC_full.xlsx
BoostingCRAID,"{'aggreg_func': 'mean', 'categ': ['trt', 'sex', 'ascites', 'hepato', 'spiders'], 'criterion': 'peto', 'depth': 15, 'ens_metric_name': 'roc', 'leaf_model': 'base', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'mode_wei': 'exp', 'n_estimators': 25, 'n_jobs': 1, 'size_sample': 0.7, 'weighted_tree': True}",84.42217564582825,"[0.73070175, 0.66571019, 0.6782434, 0.53588235, 0.62327358]","[0.890625, 0.78015784, 0.81324921, 0.73715651, 0.75730337]","[0.57367811, 0.1249087, 0.10340175, 0.1488544, 0.14795056]","[0.88664757, 0.68342361, 0.64636239, 0.77902941, 0.85822435]",peto,0.646762254873367,0.7956983857786538,0.2197587044110973,0.7707374649562471,PBC\1911_leaf_models_table_PBC_full.xlsx
